Metric,Value,Category
eFGPct,49.7447532614861,Offensive
eFGPct,47.4956,Offensive
eFGPct,49.6483,Offensive
eFGPct,50.5976,Offensive
eFGPct,55.4267947993216,Offensive
eFGPct,55.9217877094972,Offensive
eFGPct,49.8762988619495,Offensive
eFGPct,49.9421965317919,Offensive
eFGPct,53.8341645885287,Offensive
eFGPct,48.2785,Offensive
eFGPct,48.492,Offensive
eFGPct,55.6735,Offensive
eFGPct,51.4525,Offensive
eFGPct,49.0471,Offensive
eFGPct,52.4630541871921,Offensive
eFGPct,51.2607,Offensive
eFGPct,49.0434,Offensive
eFGPct,50.5670103092784,Offensive
eFGPct,51.2257696693272,Offensive
eFGPct,50.8964,Offensive
eFGPct,51.0397,Offensive
eFGPct,49.3304,Offensive
eFGPct,47.8665,Offensive
eFGPct,53.1196,Offensive
eFGPct,50.2769,Offensive
eFGPct,45.8263,Offensive
eFGPct,50.1436781609195,Offensive
eFGPct,51.5260323159785,Offensive
eFGPct,50.5267118133935,Offensive
eFGPct,51.4148,Offensive
eFGPct,49.6118,Offensive
eFGPct,51.1576971214018,Offensive
eFGPct,49.209,Offensive
eFGPct,51.8959,Offensive
eFGPct,50.187,Offensive
eFGPct,52.9589,Offensive
eFGPct,56.1486864169927,Offensive
eFGPct,49.2816,Offensive
eFGPct,52.4089935760171,Offensive
eFGPct,53.3515,Offensive
eFGPct,51.6619850187266,Offensive
eFGPct,54.4816,Offensive
eFGPct,48.8182773109244,Offensive
eFGPct,49.8493975903614,Offensive
eFGPct,49.7661,Offensive
eFGPct,50.0,Offensive
eFGPct,54.1308089500861,Offensive
eFGPct,53.1457,Offensive
eFGPct,53.1363400725765,Offensive
eFGPct,45.2082,Offensive
eFGPct,50.0294,Offensive
eFGPct,51.6334864726902,Offensive
eFGPct,49.675,Offensive
eFGPct,52.6652998462327,Offensive
eFGPct,48.0999,Offensive
eFGPct,48.8102,Offensive
eFGPct,51.5216230646022,Offensive
eFGPct,52.9988789237668,Offensive
eFGPct,50.8016032064128,Offensive
eFGPct,50.9635,Offensive
eFGPct,48.3431,Offensive
eFGPct,48.5021,Offensive
eFGPct,50.084,Offensive
eFGPct,49.2395,Offensive
eFGPct,49.7252747252747,Offensive
eFGPct,53.0843,Offensive
eFGPct,47.741,Offensive
eFGPct,51.3889,Offensive
eFGPct,47.8882391163093,Offensive
eFGPct,50.9915716410511,Offensive
eFGPct,49.8932,Offensive
eFGPct,48.7222,Offensive
eFGPct,51.2666,Offensive
eFGPct,49.5546,Offensive
eFGPct,51.8494,Offensive
eFGPct,50.8526,Offensive
eFGPct,51.1051212938005,Offensive
eFGPct,53.1181,Offensive
eFGPct,55.8536585365854,Offensive
eFGPct,49.164,Offensive
eFGPct,51.8299,Offensive
eFGPct,44.2299,Offensive
eFGPct,48.284,Offensive
eFGPct,55.6492842535787,Offensive
eFGPct,52.4731,Offensive
eFGPct,54.763,Offensive
eFGPct,49.6734,Offensive
eFGPct,46.8935710426796,Offensive
eFGPct,53.7089,Offensive
eFGPct,51.1772,Offensive
eFGPct,49.971,Offensive
eFGPct,48.6143,Offensive
eFGPct,52.4839,Offensive
eFGPct,50.8065,Offensive
eFGPct,51.817,Offensive
eFGPct,50.3951527924131,Offensive
eFGPct,49.1321,Offensive
eFGPct,50.915,Offensive
eFGPct,54.0450375312761,Offensive
eFGPct,49.7957516339869,Offensive
eFGPct,53.1149,Offensive
eFGPct,50.2641509433962,Offensive
eFGPct,51.5954709212558,Offensive
eFGPct,50.7558790593505,Offensive
eFGPct,51.2293,Offensive
eFGPct,51.2465,Offensive
eFGPct,45.9318826868496,Offensive
eFGPct,52.5669,Offensive
eFGPct,49.8653017241379,Offensive
eFGPct,55.8394,Offensive
eFGPct,50.9679,Offensive
eFGPct,51.6093,Offensive
eFGPct,54.5130035696073,Offensive
eFGPct,51.4873,Offensive
eFGPct,54.1793,Offensive
eFGPct,51.6916250693289,Offensive
eFGPct,50.672,Offensive
eFGPct,49.0890161374284,Offensive
eFGPct,48.5091,Offensive
eFGPct,52.2727,Offensive
eFGPct,48.8224637681159,Offensive
eFGPct,47.7616,Offensive
eFGPct,46.2473,Offensive
eFGPct,45.9168,Offensive
eFGPct,50.4986,Offensive
eFGPct,48.3322432962721,Offensive
eFGPct,50.2827763496144,Offensive
eFGPct,51.0314341846758,Offensive
eFGPct,50.8767,Offensive
eFGPct,50.4955659885237,Offensive
eFGPct,49.1099,Offensive
eFGPct,51.968054763263,Offensive
eFGPct,51.8212724623604,Offensive
eFGPct,49.9166666666667,Offensive
eFGPct,50.9067,Offensive
eFGPct,48.6243386243386,Offensive
eFGPct,56.0383,Offensive
eFGPct,47.0191,Offensive
eFGPct,50.3472,Offensive
eFGPct,49.6532,Offensive
eFGPct,59.2487046632124,Offensive
eFGPct,47.5724,Offensive
eFGPct,48.0698,Offensive
eFGPct,52.7905785970302,Offensive
eFGPct,54.1071,Offensive
eFGPct,51.8322,Offensive
eFGPct,50.9039548022599,Offensive
eFGPct,46.1315,Offensive
eFGPct,50.3517316017316,Offensive
eFGPct,51.9871420222092,Offensive
eFGPct,54.7437,Offensive
eFGPct,52.1834,Offensive
eFGPct,52.6674,Offensive
eFGPct,50.2315,Offensive
eFGPct,54.2045,Offensive
eFGPct,51.4373,Offensive
eFGPct,50.9245,Offensive
eFGPct,53.4493101379724,Offensive
eFGPct,49.4937,Offensive
eFGPct,52.8325746079919,Offensive
eFGPct,49.5516,Offensive
eFGPct,49.7935,Offensive
eFGPct,52.2912,Offensive
eFGPct,47.944,Offensive
eFGPct,51.862,Offensive
eFGPct,50.5301339285714,Offensive
eFGPct,54.6864231564438,Offensive
eFGPct,51.9088,Offensive
eFGPct,53.5419,Offensive
eFGPct,52.4677,Offensive
eFGPct,53.3737,Offensive
eFGPct,50.5479,Offensive
eFGPct,52.497643732328,Offensive
eFGPct,48.7547374120195,Offensive
eFGPct,54.0615539858729,Offensive
eFGPct,53.2882606023356,Offensive
eFGPct,57.4548907882241,Offensive
eFGPct,52.5260625501203,Offensive
eFGPct,53.1869,Offensive
eFGPct,47.8941,Offensive
eFGPct,53.5674,Offensive
eFGPct,46.2652,Offensive
eFGPct,50.5727762803235,Offensive
eFGPct,51.1459890383657,Offensive
eFGPct,51.0144,Offensive
eFGPct,49.4713,Offensive
eFGPct,50.2156,Offensive
eFGPct,51.1035653650255,Offensive
eFGPct,50.8844,Offensive
eFGPct,49.749,Offensive
eFGPct,49.1294,Offensive
eFGPct,50.3075345976422,Offensive
eFGPct,57.2624,Offensive
eFGPct,50.1164822364589,Offensive
eFGPct,53.8596,Offensive
eFGPct,54.8945,Offensive
eFGPct,51.9284,Offensive
eFGPct,51.2105263157895,Offensive
eFGPct,48.4992,Offensive
eFGPct,54.0932642487047,Offensive
eFGPct,50.2756892230576,Offensive
eFGPct,52.3854,Offensive
eFGPct,51.1135,Offensive
eFGPct,51.9857,Offensive
eFGPct,46.9574,Offensive
eFGPct,50.571,Offensive
eFGPct,48.8298,Offensive
eFGPct,50.875386199794,Offensive
eFGPct,54.1469816272966,Offensive
eFGPct,49.5557,Offensive
eFGPct,51.3064779531845,Offensive
eFGPct,49.3978693839741,Offensive
eFGPct,49.6930803571429,Offensive
eFGPct,49.2244053774561,Offensive
eFGPct,56.0092006900518,Offensive
eFGPct,48.8877,Offensive
eFGPct,49.5932,Offensive
eFGPct,52.8571,Offensive
eFGPct,49.862,Offensive
eFGPct,51.5774,Offensive
eFGPct,49.6875,Offensive
eFGPct,47.4711,Offensive
eFGPct,51.4515,Offensive
eFGPct,52.2116461366181,Offensive
eFGPct,49.6113397347965,Offensive
eFGPct,49.8557,Offensive
eFGPct,50.7349,Offensive
eFGPct,52.2814,Offensive
eFGPct,48.553,Offensive
eFGPct,53.4326,Offensive
eFGPct,47.5731,Offensive
eFGPct,49.6914,Offensive
eFGPct,54.2676501580611,Offensive
eFGPct,52.1140142517815,Offensive
eFGPct,53.2714617169374,Offensive
eFGPct,48.8431281813975,Offensive
eFGPct,51.6714,Offensive
eFGPct,53.5602,Offensive
eFGPct,49.1484,Offensive
eFGPct,51.2145748987854,Offensive
eFGPct,49.2292,Offensive
eFGPct,49.4678,Offensive
eFGPct,49.3175,Offensive
eFGPct,49.3695175438597,Offensive
eFGPct,51.3654,Offensive
eFGPct,54.4610778443114,Offensive
eFGPct,50.8432,Offensive
eFGPct,54.7118847539016,Offensive
eFGPct,45.0118,Offensive
eFGPct,52.7976,Offensive
eFGPct,53.8877620013523,Offensive
eFGPct,51.7617,Offensive
eFGPct,49.7646,Offensive
eFGPct,56.5974,Offensive
eFGPct,49.5376,Offensive
eFGPct,46.1394,Offensive
eFGPct,52.0145044319097,Offensive
eFGPct,57.3598,Offensive
eFGPct,46.8599033816425,Offensive
eFGPct,51.3404147698533,Offensive
eFGPct,51.6352549889135,Offensive
eFGPct,47.4124,Offensive
eFGPct,50.1359,Offensive
eFGPct,50.0274,Offensive
eFGPct,50.8217,Offensive
eFGPct,48.358,Offensive
eFGPct,49.3985,Offensive
eFGPct,50.4357,Offensive
eFGPct,56.7601402103155,Offensive
eFGPct,51.1622,Offensive
eFGPct,55.2666227781435,Offensive
eFGPct,52.1433,Offensive
eFGPct,52.7458,Offensive
eFGPct,52.2959183673469,Offensive
eFGPct,49.2079207920792,Offensive
eFGPct,50.7202,Offensive
eFGPct,53.0361,Offensive
eFGPct,53.7515,Offensive
eFGPct,48.1211,Offensive
eFGPct,51.7884517118038,Offensive
eFGPct,49.5515,Offensive
eFGPct,50.8147,Offensive
eFGPct,50.5643,Offensive
eFGPct,50.7567,Offensive
eFGPct,51.7732,Offensive
eFGPct,51.2204424103738,Offensive
eFGPct,47.6331,Offensive
eFGPct,53.5353535353535,Offensive
eFGPct,49.8857,Offensive
eFGPct,48.3918999404407,Offensive
eFGPct,52.2525,Offensive
eFGPct,46.204259967231,Offensive
eFGPct,50.1376,Offensive
eFGPct,52.6519052523172,Offensive
eFGPct,49.8176845943482,Offensive
eFGPct,50.9972,Offensive
eFGPct,53.2476,Offensive
eFGPct,51.4439,Offensive
eFGPct,46.9345,Offensive
eFGPct,46.75,Offensive
eFGPct,52.5012260912212,Offensive
eFGPct,53.8397328881469,Offensive
eFGPct,50.453514739229,Offensive
eFGPct,52.0319,Offensive
eFGPct,52.125398512221,Offensive
eFGPct,50.7306,Offensive
eFGPct,55.4838709677419,Offensive
eFGPct,51.4581,Offensive
eFGPct,49.9481,Offensive
eFGPct,51.656314699793,Offensive
eFGPct,52.6251226692836,Offensive
eFGPct,52.2778,Offensive
eFGPct,51.4502,Offensive
eFGPct,50.4201680672269,Offensive
eFGPct,47.8611783696529,Offensive
eFGPct,49.8748748748749,Offensive
eFGPct,50.5724,Offensive
eFGPct,51.5786,Offensive
eFGPct,54.359756097561,Offensive
eFGPct,50.8065,Offensive
eFGPct,51.0804,Offensive
eFGPct,51.3136,Offensive
eFGPct,48.3745,Offensive
eFGPct,54.5808383233533,Offensive
eFGPct,50.0636,Offensive
eFGPct,50.374,Offensive
eFGPct,49.5762711864407,Offensive
eFGPct,50.3245,Offensive
eFGPct,50.0632,Offensive
eFGPct,49.3671,Offensive
eFGPct,48.1777,Offensive
eFGPct,51.6917,Offensive
eFGPct,53.065,Offensive
eFGPct,51.7199758599879,Offensive
eFGPct,51.3188518231187,Offensive
eFGPct,51.0914,Offensive
eFGPct,54.0762,Offensive
eFGPct,47.4187,Offensive
eFGPct,55.6818181818182,Offensive
eFGPct,51.3888888888889,Offensive
eFGPct,50.9319,Offensive
eFGPct,47.2152,Offensive
eFGPct,51.0638,Offensive
eFGPct,49.3969,Offensive
eFGPct,51.7304,Offensive
eFGPct,52.3991832567637,Offensive
eFGPct,52.4284943335132,Offensive
eFGPct,49.4298,Offensive
eFGPct,48.3441910966341,Offensive
eFGPct,48.9595,Offensive
eFGPct,50.5582,Offensive
eFGPct,55.3289138194799,Offensive
eFGPct,50.4257,Offensive
eFGPct,51.1733333333333,Offensive
eFGPct,51.1223344556678,Offensive
eFGPct,54.1346973572037,Offensive
eFGPct,48.8793,Offensive
eFGPct,54.4598337950139,Offensive
eFGPct,49.3941142527409,Offensive
eFGPct,46.9277,Offensive
eFGPct,49.3384,Offensive
eFGPct,49.8538,Offensive
eFGPct,49.0374331550802,Offensive
eFGPct,51.0890151515151,Offensive
eFGPct,53.0387,Offensive
eFGPct,46.8972,Offensive
eFGPct,48.989898989899,Offensive
eFGPct,50.8681,Offensive
eFGPct,48.0259,Offensive
eFGPct,48.1108,Offensive
eFGPct,48.3673,Offensive
eFGPct,56.6169154228856,Offensive
eFGPct,54.156378600823,Offensive
eFGPct,50.4964953271028,Offensive
eFGPct,51.6304,Offensive
eFGPct,51.8157894736842,Offensive
eFGPct,50.3561,Offensive
eFGPct,51.6223,Offensive
eFGPct,52.9270888770623,Offensive
eFGPct,46.4285714285714,Offensive
eFGPct,51.5261,Offensive
eFGPct,48.2393,Offensive
eFGPct,52.0682523267839,Offensive
eFGPct,51.393,Offensive
eFGPct,47.0974,Offensive
eFGPct,50.6569,Offensive
eFGPct,51.4469,Offensive
eFGPct,51.8213,Offensive
eFGPct,54.1455,Offensive
eFGPct,58.8235294117647,Offensive
eFGPct,51.2349,Offensive
eFGPct,50.0,Offensive
eFGPct,50.6651,Offensive
eFGPct,48.8976,Offensive
eFGPct,51.3057929724596,Offensive
eFGPct,51.6904384574749,Offensive
eFGPct,52.6146,Offensive
eFGPct,51.7719568567026,Offensive
eFGPct,43.702,Offensive
eFGPct,48.1029,Offensive
eFGPct,53.217,Offensive
eFGPct,49.5924,Offensive
eFGPct,52.6733721545791,Offensive
eFGPct,52.1015283842795,Offensive
eFGPct,50.7293354943274,Offensive
eFGPct,46.6064586754242,Offensive
eFGPct,51.9231,Offensive
eFGPct,50.9428,Offensive
eFGPct,53.6164,Offensive
eFGPct,52.2759,Offensive
eFGPct,45.8852,Offensive
eFGPct,52.37,Offensive
eFGPct,53.6028,Offensive
eFGPct,51.0617,Offensive
eFGPct,46.0947,Offensive
eFGPct,47.3228,Offensive
eFGPct,51.2449528936743,Offensive
eFGPct,50.691952844695,Offensive
eFGPct,54.5043,Offensive
eFGPct,47.3697270471464,Offensive
eFGPct,51.3951,Offensive
eFGPct,54.2430591932949,Offensive
eFGPct,52.9758,Offensive
eFGPct,53.2035685320357,Offensive
eFGPct,48.3029,Offensive
eFGPct,49.6508,Offensive
eFGPct,51.6344,Offensive
eFGPct,54.8480463096961,Offensive
eFGPct,51.2203166226913,Offensive
eFGPct,52.1169,Offensive
eFGPct,48.7966,Offensive
eFGPct,45.6886,Offensive
eFGPct,46.9817,Offensive
eFGPct,47.4739154310818,Offensive
eFGPct,56.3162970106075,Offensive
eFGPct,50.0892,Offensive
eFGPct,51.619676064787,Offensive
eFGPct,48.1777,Offensive
eFGPct,52.5733259546209,Offensive
eFGPct,52.0574,Offensive
eFGPct,51.264450867052,Offensive
eFGPct,48.4906,Offensive
eFGPct,52.7061,Offensive
eFGPct,55.1033,Offensive
eFGPct,49.4581,Offensive
eFGPct,49.1575,Offensive
eFGPct,50.565,Offensive
eFGPct,50.253,Offensive
eFGPct,51.9230769230769,Offensive
eFGPct,51.6564952048823,Offensive
eFGPct,49.1223103057758,Offensive
eFGPct,54.8765,Offensive
eFGPct,48.1157,Offensive
eFGPct,50.1125,Offensive
eFGPct,48.1707,Offensive
eFGPct,49.6279,Offensive
eFGPct,47.0412595005429,Offensive
eFGPct,55.5555555555556,Offensive
eFGPct,56.6768994627782,Offensive
eFGPct,50.7124352331606,Offensive
eFGPct,48.8299531981279,Offensive
eFGPct,48.4228,Offensive
eFGPct,51.3964950711939,Offensive
eFGPct,52.0562770562771,Offensive
eFGPct,48.3235,Offensive
eFGPct,50.0901,Offensive
eFGPct,48.023314749113,Offensive
eFGPct,49.0571,Offensive
eFGPct,49.9344,Offensive
eFGPct,49.3108,Offensive
eFGPct,47.6628,Offensive
eFGPct,50.5519,Offensive
eFGPct,50.948,Offensive
eFGPct,51.066531234129,Offensive
eFGPct,49.4868871151653,Offensive
eFGPct,51.4786,Offensive
eFGPct,53.0864,Offensive
eFGPct,52.0515826494725,Offensive
eFGPct,51.3222,Offensive
eFGPct,49.3773,Offensive
eFGPct,56.86994856723,Offensive
eFGPct,50.0792393026941,Offensive
eFGPct,50.5201958384333,Offensive
eFGPct,50.1438,Offensive
eFGPct,51.1673151750973,Offensive
eFGPct,52.7397,Offensive
eFGPct,51.6531,Offensive
eFGPct,50.7992477668077,Offensive
eFGPct,50.6046267087277,Offensive
eFGPct,48.0888,Offensive
eFGPct,51.5762,Offensive
eFGPct,53.3987,Offensive
eFGPct,50.0809061488673,Offensive
eFGPct,52.7027,Offensive
eFGPct,52.016348773842,Offensive
eFGPct,48.5998755444928,Offensive
eFGPct,52.6315789473684,Offensive
eFGPct,54.5548654244306,Offensive
eFGPct,44.1949,Offensive
eFGPct,46.8299,Offensive
eFGPct,49.4565,Offensive
eFGPct,51.5922,Offensive
eFGPct,51.2998,Offensive
eFGPct,49.7702,Offensive
eFGPct,52.8089887640449,Offensive
eFGPct,46.5368,Offensive
eFGPct,47.8553,Offensive
eFGPct,49.4085,Offensive
eFGPct,48.8691,Offensive
eFGPct,51.5051997810618,Offensive
eFGPct,51.6529,Offensive
eFGPct,51.5873,Offensive
eFGPct,51.8933731938216,Offensive
eFGPct,54.1625,Offensive
eFGPct,52.9751588677065,Offensive
eFGPct,53.0293,Offensive
eFGPct,48.098,Offensive
eFGPct,51.4358,Offensive
eFGPct,55.107125062282,Offensive
eFGPct,49.8425196850394,Offensive
eFGPct,52.3627,Offensive
eFGPct,50.0,Offensive
eFGPct,52.4735,Offensive
eFGPct,54.0707,Offensive
eFGPct,52.5213675213675,Offensive
eFGPct,51.2358757062147,Offensive
eFGPct,54.486,Offensive
eFGPct,47.182,Offensive
eFGPct,51.6746,Offensive
eFGPct,48.6184,Offensive
eFGPct,52.8846,Offensive
eFGPct,46.6709,Offensive
eFGPct,50.625,Offensive
eFGPct,52.2560335781742,Offensive
eFGPct,52.7173913043478,Offensive
eFGPct,47.5028702640643,Offensive
eFGPct,51.4058,Offensive
eFGPct,49.5169,Offensive
eFGPct,52.1701388888889,Offensive
eFGPct,52.8445316331535,Offensive
eFGPct,50.2292,Offensive
eFGPct,49.3717,Offensive
eFGPct,49.2713567839196,Offensive
eFGPct,52.5503,Offensive
eFGPct,50.797,Offensive
eFGPct,54.249815225425,Offensive
eFGPct,49.8817966903073,Offensive
eFGPct,48.7926,Offensive
eFGPct,52.1704,Offensive
eFGPct,52.6530612244898,Offensive
eFGPct,52.9611,Offensive
eFGPct,48.6667,Offensive
eFGPct,49.5131,Offensive
eFGPct,53.1268,Offensive
eFGPct,51.4412,Offensive
eFGPct,50.1113585746102,Offensive
eFGPct,48.8201363398007,Offensive
eFGPct,51.5193,Offensive
eFGPct,47.7401,Offensive
eFGPct,51.4235764235764,Offensive
eFGPct,54.2784810126582,Offensive
eFGPct,52.6984126984127,Offensive
eFGPct,48.5405,Offensive
eFGPct,52.9712615684364,Offensive
eFGPct,51.3105,Offensive
eFGPct,46.4732,Offensive
eFGPct,46.697247706422,Offensive
eFGPct,52.3848,Offensive
eFGPct,55.7481751824818,Offensive
eFGPct,48.4401,Offensive
eFGPct,47.6418,Offensive
eFGPct,49.5714,Offensive
eFGPct,49.8645,Offensive
eFGPct,47.8261,Offensive
eFGPct,50.3219,Offensive
eFGPct,47.9926,Offensive
eFGPct,54.1992,Offensive
eFGPct,52.9682,Offensive
eFGPct,53.4714,Offensive
eFGPct,52.46,Offensive
eFGPct,52.5390625,Offensive
eFGPct,52.6691,Offensive
eFGPct,52.4722,Offensive
eFGPct,47.0902295782168,Offensive
eFGPct,51.068129330254,Offensive
eFGPct,49.7518,Offensive
eFGPct,50.1128,Offensive
eFGPct,52.0083932853717,Offensive
eFGPct,46.6439135381115,Offensive
eFGPct,54.9533195020747,Offensive
eFGPct,52.1984216459977,Offensive
eFGPct,49.6587,Offensive
eFGPct,49.103,Offensive
eFGPct,48.0867,Offensive
eFGPct,49.5502248875562,Offensive
eFGPct,48.2235,Offensive
eFGPct,48.8862837045721,Offensive
eFGPct,51.8028169014084,Offensive
eFGPct,50.9777,Offensive
eFGPct,49.8749,Offensive
eFGPct,49.4821,Offensive
eFGPct,51.2156,Offensive
eFGPct,53.824200913242,Offensive
eFGPct,51.9597,Offensive
eFGPct,52.6973310618966,Offensive
eFGPct,47.9189189189189,Offensive
eFGPct,47.399,Offensive
eFGPct,51.8443,Offensive
eFGPct,49.3913043478261,Offensive
eFGPct,52.6687,Offensive
eFGPct,47.2237,Offensive
eFGPct,50.1074,Offensive
eFGPct,50.4654983570646,Offensive
eFGPct,53.585,Offensive
eFGPct,47.3396998635744,Offensive
eFGPct,51.9477,Offensive
eFGPct,52.5408,Offensive
eFGPct,50.9237,Offensive
eFGPct,49.7271,Offensive
eFGPct,50.2953,Offensive
eFGPct,52.4207,Offensive
eFGPct,48.3031,Offensive
eFGPct,47.9017400204708,Offensive
eFGPct,53.0752333882482,Offensive
eFGPct,45.9644,Offensive
eFGPct,51.2341962673089,Offensive
eFGPct,52.6923,Offensive
eFGPct,48.7278,Offensive
eFGPct,54.4989,Offensive
eFGPct,51.9924,Offensive
eFGPct,47.1783,Offensive
eFGPct,52.0585,Offensive
eFGPct,54.2053364269142,Offensive
eFGPct,50.6658,Offensive
eFGPct,48.2352941176471,Offensive
eFGPct,52.7689030883919,Offensive
eFGPct,44.4167,Offensive
eFGPct,51.5851692638366,Offensive
eFGPct,51.731843575419,Offensive
eFGPct,53.7764,Offensive
eFGPct,51.7372,Offensive
eFGPct,47.8125,Offensive
eFGPct,54.6537,Offensive
eFGPct,52.9510556621881,Offensive
eFGPct,52.593,Offensive
eFGPct,57.6474,Offensive
eFGPct,47.1192,Offensive
eFGPct,49.6438,Offensive
eFGPct,49.2926,Offensive
eFGPct,43.4613388687078,Offensive
eFGPct,51.5276,Offensive
eFGPct,54.5265780730897,Offensive
eFGPct,52.3502066115703,Offensive
eFGPct,51.1770475723394,Offensive
eFGPct,44.7667,Offensive
eFGPct,51.0986,Offensive
eFGPct,47.2692517749863,Offensive
eFGPct,48.2644206227667,Offensive
eFGPct,52.8113504992118,Offensive
eFGPct,51.1689070718878,Offensive
eFGPct,56.4935064935065,Offensive
eFGPct,51.8333333333333,Offensive
eFGPct,48.0398,Offensive
eFGPct,52.113,Offensive
eFGPct,48.4401,Offensive
eFGPct,53.8079470198675,Offensive
eFGPct,49.8135,Offensive
eFGPct,47.8895,Offensive
eFGPct,47.4874,Offensive
eFGPct,47.2866,Offensive
eFGPct,50.4832,Offensive
eFGPct,45.651,Offensive
eFGPct,51.6873,Offensive
eFGPct,52.2469359963686,Offensive
eFGPct,51.1307,Offensive
eFGPct,53.8183279742765,Offensive
eFGPct,56.9501226492232,Offensive
eFGPct,49.267498643516,Offensive
eFGPct,52.2863,Offensive
eFGPct,53.695,Offensive
eFGPct,56.2781531531532,Offensive
eFGPct,54.9435787211177,Offensive
eFGPct,51.7867271695973,Offensive
eFGPct,49.1724,Offensive
eFGPct,50.8537886872999,Offensive
eFGPct,48.6006,Offensive
eFGPct,55.9180576631259,Offensive
eFGPct,58.5167714884696,Offensive
eFGPct,49.5538,Offensive
eFGPct,51.7322,Offensive
eFGPct,48.4141,Offensive
eFGPct,49.1717283268912,Offensive
eFGPct,47.01230228471,Offensive
eFGPct,49.4727,Offensive
eFGPct,53.0109,Offensive
eFGPct,52.145473574045,Offensive
eFGPct,49.7068230277185,Offensive
eFGPct,48.2186,Offensive
eFGPct,48.9790435249866,Offensive
eFGPct,46.8766001024066,Offensive
eFGPct,51.8826135105205,Offensive
eFGPct,47.4806201550388,Offensive
eFGPct,44.1468,Offensive
eFGPct,49.1206,Offensive
eFGPct,48.8095,Offensive
eFGPct,49.3639380530973,Offensive
eFGPct,53.9024390243902,Offensive
eFGPct,56.8513119533528,Offensive
eFGPct,47.9915,Offensive
eFGPct,50.5852,Offensive
eFGPct,51.0816657652785,Offensive
eFGPct,47.2124560522351,Offensive
eFGPct,52.2702991452991,Offensive
eFGPct,45.0693,Offensive
eFGPct,50.5559,Offensive
eFGPct,47.3404,Offensive
eFGPct,47.7137,Offensive
eFGPct,53.0911,Offensive
eFGPct,52.8739,Offensive
eFGPct,49.1991643454039,Offensive
eFGPct,49.153,Offensive
eFGPct,48.2871125611746,Offensive
eFGPct,53.8635223281485,Offensive
eFGPct,49.6512875536481,Offensive
eFGPct,56.5281899109792,Offensive
eFGPct,53.866128101558,Offensive
eFGPct,47.7723,Offensive
eFGPct,52.9251,Offensive
eFGPct,48.1829,Offensive
eFGPct,49.8585,Offensive
eFGPct,50.5802,Offensive
eFGPct,57.5591,Offensive
eFGPct,52.0656,Offensive
eFGPct,49.5635,Offensive
eFGPct,49.6068,Offensive
eFGPct,50.7833,Offensive
eFGPct,47.5532,Offensive
eFGPct,48.1354,Offensive
eFGPct,54.5785639958377,Offensive
eFGPct,49.9387,Offensive
eFGPct,46.173,Offensive
eFGPct,52.3302,Offensive
eFGPct,51.4901960784314,Offensive
eFGPct,50.4305,Offensive
eFGPct,53.8289,Offensive
eFGPct,51.7468,Offensive
eFGPct,50.6467259498787,Offensive
eFGPct,47.4782209995415,Offensive
eFGPct,50.6598,Offensive
eFGPct,51.7065715741212,Offensive
eFGPct,47.8091,Offensive
eFGPct,54.3097,Offensive
eFGPct,45.7237,Offensive
eFGPct,48.4417,Offensive
eFGPct,48.5844,Offensive
eFGPct,50.2941,Offensive
eFGPct,51.8,Offensive
eFGPct,47.8578892371996,Offensive
eFGPct,53.3278327832783,Offensive
eFGPct,50.3993,Offensive
eFGPct,51.1401,Offensive
eFGPct,51.7583,Offensive
eFGPct,47.508,Offensive
eFGPct,56.2704918032787,Offensive
eFGPct,53.337492202121,Offensive
eFGPct,51.0598,Offensive
eFGPct,50.0561,Offensive
eFGPct,48.6691,Offensive
eFGPct,51.2944,Offensive
eFGPct,56.5495207667732,Offensive
eFGPct,48.1073,Offensive
eFGPct,46.6545,Offensive
eFGPct,52.0517144463182,Offensive
eFGPct,50.1568217459488,Offensive
eFGPct,50.4304,Offensive
eFGPct,54.8686739269699,Offensive
eFGPct,46.2240243284339,Offensive
eFGPct,47.6302,Offensive
eFGPct,47.5772,Offensive
eFGPct,45.9459,Offensive
eFGPct,53.8644785600847,Offensive
eFGPct,43.9828,Offensive
eFGPct,53.4653,Offensive
eFGPct,52.5904,Offensive
eFGPct,56.6302652106084,Offensive
eFGPct,48.2361,Offensive
eFGPct,50.0874,Offensive
eFGPct,49.2089,Offensive
eFGPct,54.7436,Offensive
eFGPct,53.3505,Offensive
eFGPct,48.7658,Offensive
eFGPct,48.444,Offensive
eFGPct,51.0464522715671,Offensive
eFGPct,47.2894,Offensive
eFGPct,49.7646,Offensive
eFGPct,50.5832,Offensive
eFGPct,50.2936,Offensive
eFGPct,52.1067,Offensive
eFGPct,52.5268,Offensive
eFGPct,45.8432,Offensive
eFGPct,52.4085,Offensive
eFGPct,49.6259,Offensive
eFGPct,51.9124,Offensive
eFGPct,46.355,Offensive
eFGPct,49.2378,Offensive
eFGPct,49.2479,Offensive
eFGPct,50.4199,Offensive
eFGPct,49.7035,Offensive
eFGPct,52.1888,Offensive
eFGPct,47.4446,Offensive
eFGPct,48.7519915029209,Offensive
eFGPct,47.8854,Offensive
eFGPct,48.6643,Offensive
eFGPct,50.9866,Offensive
eFGPct,52.0398,Offensive
eFGPct,50.7778,Offensive
eFGPct,49.1713,Offensive
eFGPct,50.5035,Offensive
eFGPct,51.5388919977616,Offensive
eFGPct,48.5955056179775,Offensive
eFGPct,52.5176,Offensive
eFGPct,54.8641,Offensive
eFGPct,48.9143,Offensive
