Metric,Value,Category
AdjDE,106.911,Defensive
AdjDE,103.915,Defensive
AdjDE,103.851,Defensive
AdjDE,98.049,Defensive
AdjDE,106.87,Defensive
AdjDE,107.571,Defensive
AdjDE,103.726,Defensive
AdjDE,99.2692,Defensive
AdjDE,106.901,Defensive
AdjDE,102.341,Defensive
AdjDE,102.645,Defensive
AdjDE,105.753,Defensive
AdjDE,104.473,Defensive
AdjDE,102.965,Defensive
AdjDE,99.5935,Defensive
AdjDE,109.11,Defensive
AdjDE,105.098,Defensive
AdjDE,103.757,Defensive
AdjDE,102.818,Defensive
AdjDE,102.465,Defensive
AdjDE,100.314,Defensive
AdjDE,102.509,Defensive
AdjDE,111.605,Defensive
AdjDE,103.762,Defensive
AdjDE,103.098,Defensive
AdjDE,98.7295,Defensive
AdjDE,105.208,Defensive
AdjDE,108.202,Defensive
AdjDE,108.375,Defensive
AdjDE,100.242,Defensive
AdjDE,102.871,Defensive
AdjDE,106.908,Defensive
AdjDE,103.907,Defensive
AdjDE,104.427,Defensive
AdjDE,100.551,Defensive
AdjDE,101.057,Defensive
AdjDE,97.1276,Defensive
AdjDE,101.59,Defensive
AdjDE,104.103,Defensive
AdjDE,102.105,Defensive
AdjDE,102.409,Defensive
AdjDE,99.8585,Defensive
AdjDE,98.9798,Defensive
AdjDE,102.999,Defensive
AdjDE,105.462,Defensive
AdjDE,103.797,Defensive
AdjDE,103.443,Defensive
AdjDE,98.8958,Defensive
AdjDE,103.181,Defensive
AdjDE,106.951,Defensive
AdjDE,101.879,Defensive
AdjDE,107.51,Defensive
AdjDE,107.413,Defensive
AdjDE,106.771,Defensive
AdjDE,106.174,Defensive
AdjDE,105.196,Defensive
AdjDE,103.99,Defensive
AdjDE,107.893,Defensive
AdjDE,103.272,Defensive
AdjDE,107.872,Defensive
AdjDE,101.312,Defensive
AdjDE,99.9998,Defensive
AdjDE,102.27,Defensive
AdjDE,102.672,Defensive
AdjDE,104.726,Defensive
AdjDE,100.792,Defensive
AdjDE,100.518,Defensive
AdjDE,102.049,Defensive
AdjDE,99.8122,Defensive
AdjDE,102.973,Defensive
AdjDE,99.1245,Defensive
AdjDE,104.508,Defensive
AdjDE,98.228,Defensive
AdjDE,103.663,Defensive
AdjDE,101.715,Defensive
AdjDE,105.824,Defensive
AdjDE,101.011,Defensive
AdjDE,104.534,Defensive
AdjDE,103.426,Defensive
AdjDE,96.3591,Defensive
AdjDE,109.931,Defensive
AdjDE,106.405,Defensive
AdjDE,102.406,Defensive
AdjDE,104.431,Defensive
AdjDE,112.446,Defensive
AdjDE,104.329,Defensive
AdjDE,104.103,Defensive
AdjDE,103.059,Defensive
AdjDE,98.8274,Defensive
AdjDE,102.788,Defensive
AdjDE,98.2534,Defensive
AdjDE,108.342,Defensive
AdjDE,98.783,Defensive
AdjDE,103.318,Defensive
AdjDE,106.051,Defensive
AdjDE,102.575,Defensive
AdjDE,104.606,Defensive
AdjDE,111.309,Defensive
AdjDE,101.988,Defensive
AdjDE,103.94,Defensive
AdjDE,108.965,Defensive
AdjDE,101.421,Defensive
AdjDE,100.976,Defensive
AdjDE,100.972,Defensive
AdjDE,107.244,Defensive
AdjDE,105.493,Defensive
AdjDE,107.41,Defensive
AdjDE,101.522,Defensive
AdjDE,104.907,Defensive
AdjDE,103.533,Defensive
AdjDE,104.893,Defensive
AdjDE,104.242,Defensive
AdjDE,104.883,Defensive
AdjDE,108.028,Defensive
AdjDE,108.667,Defensive
AdjDE,105.961,Defensive
AdjDE,104.859,Defensive
AdjDE,115.242,Defensive
AdjDE,100.954,Defensive
AdjDE,100.193,Defensive
AdjDE,108.347,Defensive
AdjDE,103.656,Defensive
AdjDE,94.6746,Defensive
AdjDE,100.943,Defensive
AdjDE,101.718,Defensive
AdjDE,101.34,Defensive
AdjDE,103.348,Defensive
AdjDE,102.868,Defensive
AdjDE,109.644,Defensive
AdjDE,106.697,Defensive
AdjDE,97.6363,Defensive
AdjDE,102.643,Defensive
AdjDE,103.445,Defensive
AdjDE,104.16,Defensive
AdjDE,101.327,Defensive
AdjDE,107.249,Defensive
AdjDE,98.338,Defensive
AdjDE,108.807,Defensive
AdjDE,108.423,Defensive
AdjDE,103.963,Defensive
AdjDE,106.806,Defensive
AdjDE,105.397,Defensive
AdjDE,99.8708,Defensive
AdjDE,107.801,Defensive
AdjDE,104.42,Defensive
AdjDE,106.884,Defensive
AdjDE,104.739,Defensive
AdjDE,102.578,Defensive
AdjDE,107.31,Defensive
AdjDE,98.6279,Defensive
AdjDE,101.558,Defensive
AdjDE,97.4656,Defensive
AdjDE,104.563,Defensive
AdjDE,101.606,Defensive
AdjDE,103.956,Defensive
AdjDE,106.31,Defensive
AdjDE,100.324,Defensive
AdjDE,107.821,Defensive
AdjDE,97.9879,Defensive
AdjDE,106.953,Defensive
AdjDE,100.126,Defensive
AdjDE,105.329,Defensive
AdjDE,104.126,Defensive
AdjDE,99.4603,Defensive
AdjDE,105.761,Defensive
AdjDE,100.699,Defensive
AdjDE,100.414,Defensive
AdjDE,99.9018,Defensive
AdjDE,103.653,Defensive
AdjDE,102.411,Defensive
AdjDE,106.407,Defensive
AdjDE,101.73,Defensive
AdjDE,109.388,Defensive
AdjDE,102.226,Defensive
AdjDE,108.234,Defensive
AdjDE,102.744,Defensive
AdjDE,107.631,Defensive
AdjDE,102.06,Defensive
AdjDE,113.054,Defensive
AdjDE,105.074,Defensive
AdjDE,105.103,Defensive
AdjDE,104.618,Defensive
AdjDE,108.328,Defensive
AdjDE,103.168,Defensive
AdjDE,106.212,Defensive
AdjDE,102.987,Defensive
AdjDE,103.467,Defensive
AdjDE,100.964,Defensive
AdjDE,100.793,Defensive
AdjDE,106.891,Defensive
AdjDE,100.672,Defensive
AdjDE,110.528,Defensive
AdjDE,101.976,Defensive
AdjDE,104.704,Defensive
AdjDE,108.54,Defensive
AdjDE,109.928,Defensive
AdjDE,102.828,Defensive
AdjDE,107.515,Defensive
AdjDE,110.762,Defensive
AdjDE,100.925,Defensive
AdjDE,104.837,Defensive
AdjDE,110.403,Defensive
AdjDE,101.517,Defensive
AdjDE,104.757,Defensive
AdjDE,106.59,Defensive
AdjDE,100.024,Defensive
AdjDE,104.166,Defensive
AdjDE,107.671,Defensive
AdjDE,106.822,Defensive
AdjDE,103.116,Defensive
AdjDE,105.259,Defensive
AdjDE,101.213,Defensive
AdjDE,100.204,Defensive
AdjDE,104.978,Defensive
AdjDE,104.973,Defensive
AdjDE,103.716,Defensive
AdjDE,110.712,Defensive
AdjDE,106.525,Defensive
AdjDE,98.3553,Defensive
AdjDE,105.418,Defensive
AdjDE,104.896,Defensive
AdjDE,103.888,Defensive
AdjDE,106.351,Defensive
AdjDE,108.943,Defensive
AdjDE,107.882,Defensive
AdjDE,104.355,Defensive
AdjDE,98.1085,Defensive
AdjDE,104.102,Defensive
AdjDE,95.1167,Defensive
AdjDE,102.324,Defensive
AdjDE,99.8051,Defensive
AdjDE,101.584,Defensive
AdjDE,101.146,Defensive
AdjDE,98.6469,Defensive
AdjDE,103.831,Defensive
AdjDE,102.889,Defensive
AdjDE,105.905,Defensive
AdjDE,102.174,Defensive
AdjDE,106.745,Defensive
AdjDE,108.921,Defensive
AdjDE,105.388,Defensive
AdjDE,105.388,Defensive
AdjDE,107.016,Defensive
AdjDE,99.9327,Defensive
AdjDE,103.425,Defensive
AdjDE,108.991,Defensive
AdjDE,101.677,Defensive
AdjDE,112.37,Defensive
AdjDE,106.855,Defensive
AdjDE,99.9314,Defensive
AdjDE,110.535,Defensive
AdjDE,109.929,Defensive
AdjDE,103.554,Defensive
AdjDE,101.537,Defensive
AdjDE,101.439,Defensive
AdjDE,105.076,Defensive
AdjDE,105.354,Defensive
AdjDE,102.616,Defensive
AdjDE,103.784,Defensive
AdjDE,106.293,Defensive
AdjDE,108.6,Defensive
AdjDE,104.941,Defensive
AdjDE,98.4247,Defensive
AdjDE,105.032,Defensive
AdjDE,102.15,Defensive
AdjDE,102.648,Defensive
AdjDE,101.776,Defensive
AdjDE,103.325,Defensive
AdjDE,109.001,Defensive
AdjDE,105.342,Defensive
AdjDE,103.929,Defensive
AdjDE,107.608,Defensive
AdjDE,101.733,Defensive
AdjDE,107.993,Defensive
AdjDE,103.634,Defensive
AdjDE,103.205,Defensive
AdjDE,102.931,Defensive
AdjDE,106.45,Defensive
AdjDE,93.3198,Defensive
AdjDE,105.638,Defensive
AdjDE,105.333,Defensive
AdjDE,105.626,Defensive
AdjDE,102.638,Defensive
AdjDE,107.298,Defensive
AdjDE,111.306,Defensive
AdjDE,108.536,Defensive
AdjDE,104.956,Defensive
AdjDE,107.04,Defensive
AdjDE,103.639,Defensive
AdjDE,110.502,Defensive
AdjDE,101.696,Defensive
AdjDE,101.934,Defensive
AdjDE,100.927,Defensive
AdjDE,102.413,Defensive
AdjDE,109.249,Defensive
AdjDE,96.4482,Defensive
AdjDE,104.436,Defensive
AdjDE,106.942,Defensive
AdjDE,104.713,Defensive
AdjDE,101.19,Defensive
AdjDE,108.139,Defensive
AdjDE,103.439,Defensive
AdjDE,104.166,Defensive
AdjDE,104.395,Defensive
AdjDE,103.026,Defensive
AdjDE,103.211,Defensive
AdjDE,102.711,Defensive
AdjDE,103.364,Defensive
AdjDE,99.6892,Defensive
AdjDE,101.188,Defensive
AdjDE,99.335,Defensive
AdjDE,104.754,Defensive
AdjDE,104.217,Defensive
AdjDE,102.933,Defensive
AdjDE,101.026,Defensive
AdjDE,103.28,Defensive
AdjDE,107.817,Defensive
AdjDE,101.944,Defensive
AdjDE,105.213,Defensive
AdjDE,103.881,Defensive
AdjDE,102.504,Defensive
AdjDE,104.381,Defensive
AdjDE,103.652,Defensive
AdjDE,102.038,Defensive
AdjDE,100.252,Defensive
AdjDE,99.9882,Defensive
AdjDE,101.4,Defensive
AdjDE,106.47,Defensive
AdjDE,100.779,Defensive
AdjDE,104.782,Defensive
AdjDE,106.347,Defensive
AdjDE,105.875,Defensive
AdjDE,105.818,Defensive
AdjDE,103.052,Defensive
AdjDE,108.782,Defensive
AdjDE,107.176,Defensive
AdjDE,100.345,Defensive
AdjDE,100.959,Defensive
AdjDE,108.521,Defensive
AdjDE,103.536,Defensive
AdjDE,103.955,Defensive
AdjDE,104.583,Defensive
AdjDE,108.104,Defensive
AdjDE,107.335,Defensive
AdjDE,93.6417,Defensive
AdjDE,103.497,Defensive
AdjDE,106.002,Defensive
AdjDE,99.3369,Defensive
AdjDE,108.221,Defensive
AdjDE,109.657,Defensive
AdjDE,106.141,Defensive
AdjDE,107.76,Defensive
AdjDE,97.6102,Defensive
AdjDE,109.754,Defensive
AdjDE,102.355,Defensive
AdjDE,99.3845,Defensive
AdjDE,106.414,Defensive
AdjDE,100.422,Defensive
AdjDE,104.371,Defensive
AdjDE,101.09,Defensive
AdjDE,103.58,Defensive
AdjDE,102.096,Defensive
AdjDE,101.761,Defensive
AdjDE,107.257,Defensive
AdjDE,100.75,Defensive
AdjDE,106.267,Defensive
AdjDE,106.126,Defensive
AdjDE,104.779,Defensive
AdjDE,106.616,Defensive
AdjDE,105.347,Defensive
AdjDE,100.835,Defensive
AdjDE,111.618,Defensive
AdjDE,106.437,Defensive
AdjDE,100.21,Defensive
AdjDE,105.516,Defensive
AdjDE,105.165,Defensive
AdjDE,110.929,Defensive
AdjDE,110.369,Defensive
AdjDE,106.456,Defensive
AdjDE,111.468,Defensive
AdjDE,103.15,Defensive
AdjDE,102.018,Defensive
AdjDE,106.951,Defensive
AdjDE,102.17,Defensive
AdjDE,102.196,Defensive
AdjDE,100.734,Defensive
AdjDE,106.687,Defensive
AdjDE,110.518,Defensive
AdjDE,105.411,Defensive
AdjDE,103.994,Defensive
AdjDE,106.397,Defensive
AdjDE,102.413,Defensive
AdjDE,107.22,Defensive
AdjDE,105.712,Defensive
AdjDE,114.223,Defensive
AdjDE,104.853,Defensive
AdjDE,101.362,Defensive
AdjDE,101.158,Defensive
AdjDE,103.293,Defensive
AdjDE,103.894,Defensive
AdjDE,102.336,Defensive
AdjDE,105.297,Defensive
AdjDE,103.301,Defensive
AdjDE,102.22,Defensive
AdjDE,104.518,Defensive
AdjDE,105.972,Defensive
AdjDE,108.625,Defensive
AdjDE,102.537,Defensive
AdjDE,106.359,Defensive
AdjDE,96.66,Defensive
AdjDE,104.398,Defensive
AdjDE,109.433,Defensive
AdjDE,102.912,Defensive
AdjDE,104.067,Defensive
AdjDE,100.834,Defensive
AdjDE,106.557,Defensive
AdjDE,103.97,Defensive
AdjDE,111.063,Defensive
AdjDE,102.302,Defensive
AdjDE,101.046,Defensive
AdjDE,100.394,Defensive
AdjDE,107.736,Defensive
AdjDE,103.902,Defensive
AdjDE,102.113,Defensive
AdjDE,104.533,Defensive
AdjDE,99.5375,Defensive
AdjDE,105.641,Defensive
AdjDE,100.553,Defensive
AdjDE,101.002,Defensive
AdjDE,102.632,Defensive
AdjDE,106.084,Defensive
AdjDE,108.557,Defensive
AdjDE,100.527,Defensive
AdjDE,107.024,Defensive
AdjDE,105.343,Defensive
AdjDE,102.809,Defensive
AdjDE,115.045,Defensive
AdjDE,99.5641,Defensive
AdjDE,103.293,Defensive
AdjDE,103.257,Defensive
AdjDE,99.5496,Defensive
AdjDE,108.083,Defensive
AdjDE,109.045,Defensive
AdjDE,105.978,Defensive
AdjDE,102.022,Defensive
AdjDE,108.52,Defensive
AdjDE,110.486,Defensive
AdjDE,101.118,Defensive
AdjDE,99.9501,Defensive
AdjDE,104.069,Defensive
AdjDE,99.8719,Defensive
AdjDE,103.719,Defensive
AdjDE,106.229,Defensive
AdjDE,103.401,Defensive
AdjDE,106.71,Defensive
AdjDE,100.198,Defensive
AdjDE,106.429,Defensive
AdjDE,101.446,Defensive
AdjDE,98.1685,Defensive
AdjDE,107.153,Defensive
AdjDE,103.414,Defensive
AdjDE,107.634,Defensive
AdjDE,103.087,Defensive
AdjDE,102.111,Defensive
AdjDE,103.574,Defensive
AdjDE,103.095,Defensive
AdjDE,101.99,Defensive
AdjDE,98.3863,Defensive
AdjDE,100.813,Defensive
AdjDE,109.293,Defensive
AdjDE,109.205,Defensive
AdjDE,108.911,Defensive
AdjDE,113.003,Defensive
AdjDE,96.4519,Defensive
AdjDE,98.0436,Defensive
AdjDE,106.34,Defensive
AdjDE,109.932,Defensive
AdjDE,104.742,Defensive
AdjDE,108.522,Defensive
AdjDE,110.825,Defensive
AdjDE,111.42,Defensive
AdjDE,101.899,Defensive
AdjDE,106.183,Defensive
AdjDE,106.765,Defensive
AdjDE,108.385,Defensive
AdjDE,110.888,Defensive
AdjDE,109.744,Defensive
AdjDE,107.335,Defensive
AdjDE,107.897,Defensive
AdjDE,102.659,Defensive
AdjDE,103.372,Defensive
AdjDE,103.968,Defensive
AdjDE,104.719,Defensive
AdjDE,106.296,Defensive
AdjDE,105.869,Defensive
AdjDE,107.146,Defensive
AdjDE,102.056,Defensive
AdjDE,105.509,Defensive
AdjDE,103.163,Defensive
AdjDE,104.646,Defensive
AdjDE,105.14,Defensive
AdjDE,104.245,Defensive
AdjDE,104.092,Defensive
AdjDE,105.162,Defensive
AdjDE,99.7473,Defensive
AdjDE,108.137,Defensive
AdjDE,101.25,Defensive
AdjDE,105.51,Defensive
AdjDE,105.334,Defensive
AdjDE,105.616,Defensive
AdjDE,99.6837,Defensive
AdjDE,105.997,Defensive
AdjDE,100.616,Defensive
AdjDE,102.127,Defensive
AdjDE,102.137,Defensive
AdjDE,98.1822,Defensive
AdjDE,102.947,Defensive
AdjDE,98.8743,Defensive
AdjDE,112.409,Defensive
AdjDE,105.891,Defensive
AdjDE,104.877,Defensive
AdjDE,109.927,Defensive
AdjDE,104.426,Defensive
AdjDE,98.403,Defensive
AdjDE,105.572,Defensive
AdjDE,100.118,Defensive
AdjDE,107.821,Defensive
AdjDE,107.134,Defensive
AdjDE,102.849,Defensive
AdjDE,109.283,Defensive
AdjDE,105.313,Defensive
AdjDE,109.269,Defensive
AdjDE,108.499,Defensive
AdjDE,104.739,Defensive
AdjDE,109.009,Defensive
AdjDE,102.369,Defensive
AdjDE,108.369,Defensive
AdjDE,110.208,Defensive
AdjDE,103.405,Defensive
AdjDE,106.156,Defensive
AdjDE,110.664,Defensive
AdjDE,104.476,Defensive
AdjDE,105.879,Defensive
AdjDE,104.415,Defensive
AdjDE,109.693,Defensive
AdjDE,104.011,Defensive
AdjDE,104.659,Defensive
AdjDE,109.821,Defensive
AdjDE,106.461,Defensive
AdjDE,101.795,Defensive
AdjDE,104.105,Defensive
AdjDE,109.158,Defensive
AdjDE,97.5494,Defensive
AdjDE,98.4691,Defensive
AdjDE,101.82,Defensive
AdjDE,100.419,Defensive
AdjDE,107.661,Defensive
AdjDE,101.154,Defensive
AdjDE,101.008,Defensive
AdjDE,106.039,Defensive
AdjDE,106.793,Defensive
AdjDE,105.645,Defensive
AdjDE,106.503,Defensive
AdjDE,103.327,Defensive
AdjDE,101.136,Defensive
AdjDE,104.557,Defensive
AdjDE,99.6257,Defensive
AdjDE,100.561,Defensive
AdjDE,105.031,Defensive
AdjDE,100.273,Defensive
AdjDE,109.027,Defensive
AdjDE,107.451,Defensive
AdjDE,101.808,Defensive
AdjDE,101.579,Defensive
AdjDE,105.57,Defensive
AdjDE,104.58,Defensive
AdjDE,104.951,Defensive
AdjDE,101.315,Defensive
AdjDE,105.792,Defensive
AdjDE,103.001,Defensive
AdjDE,103.082,Defensive
AdjDE,109.566,Defensive
AdjDE,106.469,Defensive
AdjDE,100.468,Defensive
AdjDE,101.114,Defensive
AdjDE,110.041,Defensive
AdjDE,108.205,Defensive
AdjDE,101.679,Defensive
AdjDE,104.891,Defensive
AdjDE,99.8997,Defensive
AdjDE,108.667,Defensive
AdjDE,101.702,Defensive
AdjDE,107.177,Defensive
AdjDE,107.407,Defensive
AdjDE,103.702,Defensive
AdjDE,102.623,Defensive
AdjDE,106.099,Defensive
AdjDE,105.076,Defensive
AdjDE,102.069,Defensive
AdjDE,105.458,Defensive
AdjDE,100.395,Defensive
AdjDE,104.249,Defensive
AdjDE,107.714,Defensive
AdjDE,106.43,Defensive
AdjDE,102.228,Defensive
AdjDE,103.395,Defensive
AdjDE,106.185,Defensive
AdjDE,107.469,Defensive
AdjDE,105.372,Defensive
AdjDE,102.785,Defensive
AdjDE,110.03,Defensive
AdjDE,102.69,Defensive
AdjDE,108.382,Defensive
AdjDE,100.269,Defensive
AdjDE,101.733,Defensive
AdjDE,110.8,Defensive
AdjDE,99.397,Defensive
AdjDE,96.8799,Defensive
AdjDE,104.107,Defensive
AdjDE,103.83,Defensive
AdjDE,101.477,Defensive
AdjDE,101.781,Defensive
AdjDE,107.16,Defensive
AdjDE,102.682,Defensive
AdjDE,101.53,Defensive
AdjDE,102.55,Defensive
AdjDE,103.616,Defensive
AdjDE,111.068,Defensive
AdjDE,109.584,Defensive
AdjDE,107.241,Defensive
AdjDE,105.227,Defensive
AdjDE,100.535,Defensive
AdjDE,101.393,Defensive
AdjDE,104.912,Defensive
AdjDE,107.435,Defensive
AdjDE,102.894,Defensive
AdjDE,103.423,Defensive
AdjDE,107.44,Defensive
AdjDE,105.904,Defensive
AdjDE,103.883,Defensive
AdjDE,104.781,Defensive
AdjDE,100.577,Defensive
AdjDE,104.57,Defensive
AdjDE,102.604,Defensive
AdjDE,113.317,Defensive
AdjDE,104.799,Defensive
AdjDE,97.3462,Defensive
AdjDE,98.1062,Defensive
AdjDE,102.293,Defensive
AdjDE,107.602,Defensive
AdjDE,104.301,Defensive
AdjDE,103.56,Defensive
AdjDE,102.762,Defensive
AdjDE,107.566,Defensive
AdjDE,103.726,Defensive
AdjDE,101.739,Defensive
AdjDE,105.005,Defensive
AdjDE,104.026,Defensive
AdjDE,101.514,Defensive
AdjDE,104.69,Defensive
AdjDE,102.982,Defensive
AdjDE,105.154,Defensive
AdjDE,103.661,Defensive
AdjDE,100.7,Defensive
AdjDE,101.922,Defensive
AdjDE,107.613,Defensive
AdjDE,101.806,Defensive
AdjDE,102.537,Defensive
AdjDE,103.572,Defensive
AdjDE,105.318,Defensive
AdjDE,105.896,Defensive
AdjDE,103.395,Defensive
AdjDE,107.043,Defensive
AdjDE,105.723,Defensive
AdjDE,108.395,Defensive
AdjDE,103.499,Defensive
AdjDE,102.986,Defensive
AdjDE,105.073,Defensive
AdjDE,102.939,Defensive
AdjDE,103.135,Defensive
AdjDE,104.642,Defensive
AdjDE,106.718,Defensive
AdjDE,102.554,Defensive
AdjDE,105.829,Defensive
AdjDE,102.819,Defensive
AdjDE,107.538,Defensive
AdjDE,108.19,Defensive
AdjDE,102.284,Defensive
AdjDE,105.431,Defensive
AdjDE,112.6,Defensive
AdjDE,102.997,Defensive
AdjDE,106.017,Defensive
AdjDE,107.271,Defensive
AdjDE,107.598,Defensive
AdjDE,106.844,Defensive
AdjDE,106.821,Defensive
AdjDE,112.039,Defensive
AdjDE,104.078,Defensive
AdjDE,108.003,Defensive
AdjDE,106.011,Defensive
AdjDE,105.186,Defensive
AdjDE,104.743,Defensive
AdjDE,106.154,Defensive
AdjDE,107.413,Defensive
AdjDE,108.173,Defensive
AdjDE,104.688,Defensive
AdjDE,106.178,Defensive
AdjDE,106.209,Defensive
AdjDE,108.151,Defensive
AdjDE,99.5822,Defensive
AdjDE,115.062,Defensive
AdjDE,109.634,Defensive
AdjDE,103.597,Defensive
AdjDE,100.417,Defensive
AdjDE,103.856,Defensive
AdjDE,109.199,Defensive
AdjDE,104.377,Defensive
AdjDE,100.827,Defensive
AdjDE,101.845,Defensive
AdjDE,105.853,Defensive
AdjDE,108.546,Defensive
AdjDE,111.248,Defensive
AdjDE,104.98,Defensive
AdjDE,104.791,Defensive
AdjDE,107.436,Defensive
AdjDE,102.216,Defensive
AdjDE,102.686,Defensive
AdjDE,104.926,Defensive
AdjDE,100.681,Defensive
AdjDE,106.348,Defensive
AdjDE,116.287,Defensive
AdjDE,109.008,Defensive
AdjDE,105.479,Defensive
AdjDE,102.775,Defensive
AdjDE,105.341,Defensive
AdjDE,106.182,Defensive
AdjDE,101.961,Defensive
AdjDE,104.303,Defensive
AdjDE,104.104,Defensive
AdjDE,109.992,Defensive
AdjDE,108.173,Defensive
AdjDE,110.73,Defensive
AdjDE,105.623,Defensive
AdjDE,102.654,Defensive
AdjDE,105.263,Defensive
AdjDE,103.64,Defensive
AdjDE,103.223,Defensive
AdjDE,110.85,Defensive
AdjDE,107.527,Defensive
AdjDE,111.347,Defensive
AdjDE,104.716,Defensive
AdjDE,101.441,Defensive
AdjDE,107.905,Defensive
AdjDE,104.856,Defensive
AdjDE,112.337,Defensive
AdjDE,103.593,Defensive
AdjDE,100.599,Defensive
AdjDE,103.064,Defensive
AdjDE,103.627,Defensive
AdjDE,107.786,Defensive
AdjDE,101.306,Defensive
AdjDE,107.621,Defensive
AdjDE,96.5707,Defensive
AdjDE,101.119,Defensive
AdjDE,103.478,Defensive
AdjDE,103.68,Defensive
AdjDE,108.204,Defensive
AdjDE,101.172,Defensive
AdjDE,99.9901,Defensive
AdjDE,100.676,Defensive
AdjDE,106.738,Defensive
AdjDE,107.201,Defensive
AdjDE,103.738,Defensive
AdjDE,109.459,Defensive
AdjDE,101.727,Defensive
AdjDE,102.053,Defensive
AdjDE,108.54,Defensive
AdjDE,108.404,Defensive
AdjDE,103.08,Defensive
AdjDE,105.183,Defensive
AdjDE,110.394,Defensive
AdjDE,107.413,Defensive
AdjDE,101.067,Defensive
AdjDE,100.77,Defensive
AdjDE,107.77,Defensive
AdjDE,103.11,Defensive
AdjDE,104.242,Defensive
AdjDE,102.855,Defensive
AdjDE,106.392,Defensive
AdjDE,105.705,Defensive
AdjDE,113.054,Defensive
AdjDE,107.408,Defensive
AdjDE,110.273,Defensive
AdjDE,108.563,Defensive
AdjDE,104.592,Defensive
AdjDE,107.631,Defensive
AdjDE,107.169,Defensive
AdjDE,107.708,Defensive
AdjDE,105.852,Defensive
AdjDE,107.553,Defensive
AdjDE,102.106,Defensive
AdjDE,103.63,Defensive
AdjDE,109.776,Defensive
AdjDE,109.322,Defensive
AdjDE,110.08,Defensive
AdjDE,102.82,Defensive
AdjDE,105.307,Defensive
AdjDE,114.978,Defensive
AdjDE,109.549,Defensive
AdjDE,104.796,Defensive
AdjDE,106.059,Defensive
AdjDE,100.586,Defensive
AdjDE,98.7709,Defensive
AdjDE,113.004,Defensive
AdjDE,101.502,Defensive
AdjDE,102.24,Defensive
AdjDE,106.373,Defensive
AdjDE,104.243,Defensive
AdjDE,106.239,Defensive
AdjDE,108.725,Defensive
AdjDE,103.735,Defensive
AdjDE,102.725,Defensive
AdjDE,108.441,Defensive
AdjDE,105.363,Defensive
AdjDE,108.387,Defensive
AdjDE,100.187,Defensive
AdjDE,111.415,Defensive
AdjDE,106.063,Defensive
AdjDE,102.608,Defensive
AdjDE,103.13,Defensive
AdjDE,107.585,Defensive
AdjDE,102.63,Defensive
AdjDE,103.636,Defensive
AdjDE,105.052,Defensive
AdjDE,103.64,Defensive
AdjDE,106.628,Defensive
AdjDE,100.606,Defensive
AdjDE,104.031,Defensive
AdjDE,100.255,Defensive
AdjDE,101.225,Defensive
AdjDE,108.158,Defensive
AdjDE,103.048,Defensive
AdjDE,108.47,Defensive
AdjDE,105.371,Defensive
AdjDE,105.386,Defensive
AdjDE,98.7351,Defensive
AdjDE,105.29,Defensive
AdjDE,106.17,Defensive
AdjDE,105.924,Defensive
AdjDE,102.333,Defensive
AdjDE,108.83,Defensive
AdjDE,105.298,Defensive
AdjDE,102.812,Defensive
AdjDE,105.825,Defensive
AdjDE,103.203,Defensive
AdjDE,101.835,Defensive
AdjDE,110.312,Defensive
AdjDE,104.822,Defensive
AdjDE,106.03,Defensive
AdjDE,109.192,Defensive
AdjDE,103.546,Defensive
AdjDE,100.492,Defensive
AdjDE,100.475,Defensive
AdjDE,101.626,Defensive
AdjDE,102.844,Defensive
AdjDE,108.579,Defensive
AdjDE,99.727,Defensive
AdjDE,102.743,Defensive
AdjDE,103.624,Defensive
AdjDE,100.172,Defensive
AdjDE,107.961,Defensive
AdjDE,103.038,Defensive
AdjDE,107.087,Defensive
AdjDE,104.811,Defensive
AdjDE,104.273,Defensive
AdjDE,105.325,Defensive
AdjDE,109.759,Defensive
AdjDE,111.608,Defensive
AdjDE,106.68,Defensive
AdjDE,108.085,Defensive
AdjDE,109.963,Defensive
AdjDE,103.963,Defensive
AdjDE,110.039,Defensive
AdjDE,109.747,Defensive
AdjDE,104.654,Defensive
AdjDE,108.939,Defensive
AdjDE,108.865,Defensive
AdjDE,102.366,Defensive
AdjDE,100.897,Defensive
AdjDE,104.288,Defensive
AdjDE,112.828,Defensive
AdjDE,100.35,Defensive
AdjDE,103.636,Defensive
AdjDE,98.3132,Defensive
AdjDE,102.26,Defensive
AdjDE,108.559,Defensive
AdjDE,103.583,Defensive
AdjDE,110.102,Defensive
AdjDE,100.916,Defensive
AdjDE,99.5242,Defensive
AdjDE,108.194,Defensive
AdjDE,105.675,Defensive
AdjDE,103.484,Defensive
AdjDE,103.723,Defensive
AdjDE,108.66,Defensive
AdjDE,104.365,Defensive
AdjDE,114.367,Defensive
AdjDE,104.447,Defensive
AdjDE,104.023,Defensive
AdjDE,102.027,Defensive
AdjDE,104.24,Defensive
AdjDE,105.722,Defensive
AdjDE,108.405,Defensive
AdjDE,111.405,Defensive
AdjDE,107.543,Defensive
AdjDE,111.671,Defensive
AdjDE,100.919,Defensive
AdjDE,102.391,Defensive
AdjDE,105.671,Defensive
AdjDE,99.9541,Defensive
AdjDE,101.779,Defensive
AdjDE,107.577,Defensive
AdjDE,107.386,Defensive
AdjDE,105.267,Defensive
AdjDE,103.501,Defensive
AdjDE,105.859,Defensive
AdjDE,105.845,Defensive
AdjDE,99.8349,Defensive
